Aldehyde_1,bifunctional_reagent,Aldehyde_2,Yield
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(Cl)c(Cl)c1,0.84483035
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1ccc(F)cc1Cl,0.49036763
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,COc1ccc(C=O)cc1Br,0.679458533
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cccnc1,0.127782971
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1cocn1,0.237970554
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=Cc1nccs1,0.0
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,Cn1cc(C=O)cn1,0.143909413
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CC1,0.0
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CC1CCCCC1,0.0
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,CCC(C=O)CC,0.0
O=Cc1ccc2occc2c1,C[Si](C)(C)COCC(=O)ON1C(=O)c2ccccc2C1=O,O=CCC(F)(F)F,0.0
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,30.83067729
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,11.43551506
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,3.417042607
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,15.56618467
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,34.56171768
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,18.13215296
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,0.666023698
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,2.17342047
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,7.397639803
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,4.792074279
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,4.252325909
O=C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,0.621060172
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,63.81944164
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,44.79591747
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,31.84080583
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,55.27890049
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,51.02867134
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,50.43049643
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,4.272570398
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,15.02923879
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,17.08917412
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,16.86916852
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,1.5960248
O=C1CCC(c2ccccc2)CC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,7.245793977
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,16.76415008
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,9.745590021
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,1.433062318
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,10.57097284
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,31.66046757
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,5.38008726
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,0.0
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,1.099120474
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,11.59898927
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,5.959893331
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,1.381238761
O=C1CCOC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,0.491767412
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,6.01530928
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,2.482266388
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,25.15800164
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,20.97127853
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,34.09151793
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,11.90092733
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,7.212276022
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,8.768709869
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,4.520571632
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,1.085771681
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,1.394341193
O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,3.585799752
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,47.59484729
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,1.744003604
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,10.25166911
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,37.82772219
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,28.78655395
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,42.79405379
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,2.26420688
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,20.39071248
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,27.1607065
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,16.82951942
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,12.01274877
CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,6.628805321
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,0.0
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,1.950725583
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,0.0
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,0.0
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,0.44811001
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,0.0
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,0.0
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,0.897489845
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,9.661381983
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,1.053863394
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,3.212439697
O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,3.17955711
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,17.14746657
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,0.0
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,17.89533345
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,14.19983073
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,6.501363516
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,26.02825833
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,1.105267358
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,17.11330833
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,11.31578603
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,4.439874727
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,0.233615693
CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,6.140240003
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,22.9872735
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,5.486359278
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,1.914935065
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,18.42774584
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,13.61733363
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,16.79770226
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,0.0
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,2.717031797
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,6.249949348
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,7.694467492
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,1.585189834
CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,0.8771569
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,216.5101997
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,331.1407531
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,255.7379864
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,205.3105546
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,64.30808901
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,21.2866686
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,77.69033149
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,150.4825954
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,366.7578115
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,221.6815545
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,262.8529872
CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,377.6196532
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,6.188145367
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,307.337224
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,167.8640977
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,217.0986241
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,59.01926144
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,5.519193428
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,23.76643827
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,147.8049338
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,431.3853629
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,231.6387153
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,237.6689162
O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,415.3012484
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,189.9050296
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,158.1764016
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,127.9317827
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,194.6023904
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,36.46525016
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,7.702283423
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,12.63621518
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,172.6528126
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,388.2841102
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,129.8828844
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,171.9496629
O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,382.1701134
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,304.8585674
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,399.5788269
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,206.4455296
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,296.3798788
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,72.5592822
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,48.11267974
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,40.12027621
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,264.4007099
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,630.473598
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,266.2598425
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,346.1389298
O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,476.2179904
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,220.3113526
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,365.8353902
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,70.79282511
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,286.525434
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,62.78645516
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,39.49070273
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,28.29872019
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,134.9420942
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,496.5504054
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,142.0321579
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,235.3604228
COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,435.166569
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,155.7516614
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,180.8382251
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,135.6436418
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,263.0861894
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,52.7864494
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,33.1462595
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,21.66196429
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,64.83537952
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,334.0152655
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,123.8482967
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,214.0960881
N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,301.5714665
O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,18.62360841
O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,11.52256532
O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,19.70929784
O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,2.543314193
