Product,True_Yield,DFT_Yield,Amine_SMILES,Bromide_SMILES,Catalysts_SMILES,Base_SMILES,Solvent_SMILES
g,1,9,C1CNCCC1,Brc1cnc(C)cc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
g,40,13,C1CNCCC1,Brc1cnc(C)cc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
h,0,11,c12cc[nH]c1cccc2,Brc1nccs1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
h,25,17,c12cc[nH]c1cccc2,Brc1nccs1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
h,0,9,c12cc[nH]c1cccc2,Brc1nccs1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
h,0,23,c12cc[nH]c1cccc2,Brc1nccs1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
h,0,19,c12cc[nH]c1cccc2,Brc1nccs1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
i,86,27,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,[Na+].[O-]C(C)(C)C,O1CCOCC1
i,34,3,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
i,5,2,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
i,81,25,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,[Na+].[O-]C(C)(C)C,O1CCOCC1
i,90,35,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
i,12,25,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
i,77,25,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
i,26,13,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
i,81,41,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
i,2,2,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
i,13,6,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
i,82,34,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
i,82,37,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
i,87,24,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
i,16,4,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
i,80,42,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
i,1,1,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,N\2=C1\N(CCCCC1)CCC/2,O1CCOCC1
i,87,26,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
i,89,39,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,Cc1ccccc1
i,1,1,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
i,37,3,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
i,2,2,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
i,86,33,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
i,19,29,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
j,79,75,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
j,2,70,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,N\2=C1\N(CCCCC1)CCC/2,O1CCOCC1
j,55,63,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,[Na+].[O-]C(C)(C)C,O1CCOCC1
j,95,60,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
j,76,60,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
j,83,59,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
j,78,56,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,[Na+].[O-]C(C)(C)C,O1CCOCC1
j,87,87,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
j,87,87,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
j,88,87,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
j,84,86,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
j,66,55,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
j,82,81,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
j,80,81,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
j,10,79,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,N\2=C1\N(CCCCC1)CCC/2,CCC(C)(C)O
j,36,30,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
j,86,31,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,[Na+].[O-]C(C)(C)C,Cc1ccccc1
j,40,31,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
j,38,34,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
j,43,30,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
j,93,46,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,[Na+].[O-]C(C)(C)C,Cc1ccccc1
j,44,67,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
j,44,71,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,N\2=C1\N(CCCCC1)CCC/2,Cc1ccccc1
j,44,75,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
k,72,48,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,[Na+].[O-]C(C)(C)C,Cc1ccccc1
k,21,35,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,[Na+].[O-]C(C)(C)C,O1CCOCC1
k,16,52,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,[Na+].[O-]C(C)(C)C,O1CCOCC1
k,18,38,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,[Na+].[O-]C(C)(C)C,O1CCOCC1
k,30,43,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
k,45,60,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
k,100,74,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
k,95,83,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
k,91,102,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
k,65,90,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
k,2,84,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,N\2=C1\N(CCCCC1)CCC/2,CCC(C)(C)O
k,89,82,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
k,16,51,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,[Na+].[O-]C(C)(C)C,O1CCOCC1
k,36,37,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
k,95,93,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
k,87,86,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
k,99,91,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
k,90,79,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
k,18,31,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
k,83,19,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
k,31,49,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
k,96,82,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
k,99,81,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
k,17,36,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
l,8,59,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
l,17,67,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
l,1,59,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
l,1,68,N1[C@@H](CCC1=O)C(=O)OC(C)(C)C,C1COC(O1)c1cc(ccc1)Br,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
m,85,50,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
m,84,40,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
m,24,55,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
m,17,47,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
m,4,5,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
m,0,5,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
m,67,10,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
m,61,19,c1c(c2c([nH]1)ccc(c2)F)C,c1cc(cc(c1)Br)C(=O)N(C)C,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
