Amine,Bromide,Catalysts,Solvent,Base,product,Yield,predict,ours,AE_predict,AE_ours,Amine_SMILES,Bromide_SMILES,Catalysts_SMILES,Base_SMILES,Solvent_SMILES
38,18,17,1,a,g,20,12,2.471848016,8,17.52815198,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
38,18,18,1,b,g,68,64,37.43,4,30.57,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,[Na+].[O-]C(C)(C)C,O1CCOCC1
38,18,19,2,a,g,2,6,0.784043485,4,1.215956515,C1CNCCC1,Brc1cnc(C)cc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
38,18,2,1,b,g,60,56,24.04,4,35.96,C1CNCCC1,Brc1cnc(C)cc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
38,18,20,1,b,g,91,75,81.23,16,9.77,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
38,18,20,2,b,g,93,77,79.4,16,13.6,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
38,18,20,3,a,g,13,12,3.0,1,10.0,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
38,18,20,3,b,g,89,76,79.41,13,9.59,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
38,18,20,3,c,g,5,2,7.9049036,3,2.9049036,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,N\2=C1\N(CCCCC1)CCC/2,Cc1ccccc1
38,18,21,1,b,g,99,77,76.36,22,22.64,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
38,18,3,3,b,g,45,45,45.43,0,0.43,C1CNCCC1,Brc1cnc(C)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
38,18,4,1,b,g,78,53,43.57,25,34.43,C1CNCCC1,Brc1cnc(C)cc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
38,18,5,1,b,g,71,60,67.72,11,3.28,C1CNCCC1,Brc1cnc(C)cc1,[P](CC)(CC)C1=CC=CC=C1C2=C(N(C)C)C=CC=C2N(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
38,18,6,1,b,g,33,26,26.84,7,6.16,C1CNCCC1,Brc1cnc(C)cc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
38,18,7,2,b,g,37,19,28.45912325,18,8.54087675,C1CNCCC1,Brc1cnc(C)cc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
38,18,8,2,a,g,1,9,23.4749036,8,22.4749036,C1CNCCC1,Brc1cnc(C)cc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
38,18,9,2,b,g,40,13,15.36609319,27,24.63390681,C1CNCCC1,Brc1cnc(C)cc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
18,19,14,2,a,h,0,11,22.53,11,22.53,c12cc[nH]c1cccc2,Brc1nccs1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
18,19,14,2,b,h,25,17,25.43912325,8,0.439123251,c12cc[nH]c1cccc2,Brc1nccs1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
18,19,14,3,a,h,0,9,12.15,9,12.15,c12cc[nH]c1cccc2,Brc1nccs1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
18,19,7,2,a,h,0,23,36.75912325,23,36.75912325,c12cc[nH]c1cccc2,Brc1nccs1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
18,19,9,2,a,h,0,19,38.17,19,38.17,c12cc[nH]c1cccc2,Brc1nccs1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
2,6,1,1,b,i,86,27,47.1,59,38.9,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,[Na+].[O-]C(C)(C)C,O1CCOCC1
2,6,10,1,a,i,34,3,20.16134108,31,13.83865892,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
2,6,11,1,a,i,5,2,37.47089559,3,32.47089559,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
2,6,12,1,b,i,81,25,29.08,56,51.92,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,[Na+].[O-]C(C)(C)C,O1CCOCC1
2,6,13,1,b,i,90,35,59.14,55,30.86,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
2,6,14,2,b,i,12,25,40.65736975,13,28.65736975,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
2,6,16,3,b,i,77,25,56.63,52,20.37,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
2,6,17,1,a,i,26,13,27.14,13,1.14,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
2,6,17,1,b,i,81,41,75.22,40,5.78,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
2,6,18,2,a,i,2,2,11.13,0,9.13,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
2,6,19,3,a,i,13,6,29.57,7,16.57,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
2,6,2,1,b,i,82,34,50.74,48,31.26,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
2,6,20,1,b,i,82,37,63.89,45,18.11,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
2,6,20,2,b,i,87,24,47.64,63,39.36,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
2,6,21,1,a,i,16,4,14.71903093,12,1.28096907,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
2,6,21,1,b,i,80,42,48.93,38,31.07,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
2,6,21,1,c,i,1,1,3.035759207,0,2.035759207,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,N\2=C1\N(CCCCC1)CCC/2,O1CCOCC1
2,6,21,2,b,i,87,26,40.88912325,61,46.11087675,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
2,6,21,3,b,i,89,39,65.87,50,23.13,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,Cc1ccccc1
2,6,3,3,a,i,1,1,4.24,0,3.24,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
2,6,4,1,a,i,37,3,37.86,34,0.86,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
2,6,6,3,a,i,2,2,2.765697596,0,0.765697596,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
2,6,7,2,a,i,86,33,60.76,53,25.24,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
2,6,9,3,b,i,19,29,30.58737704,10,11.58737704,Nc1c(C)cccc1C,Brc1ccc(Oc2ccccc2)cc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
4,22,7,1,a,j,79,75,86.42,4,7.42,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
4,22,9,1,c,j,2,70,58.46497965,68,56.46497965,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,N\2=C1\N(CCCCC1)CCC/2,O1CCOCC1
4,22,12,1,b,j,55,63,50.49497965,8,4.505020347,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,22,21,1,b,j,95,60,64.53543339,35,30.46456661,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,22,13,1,b,j,76,60,73.53,16,2.47,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,22,20,1,b,j,83,59,63.37,24,19.63,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(OC(C)C)C=CC=C4OC(C)C,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,22,11,1,b,j,78,56,55.03497965,22,22.96502035,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,22,7,2,a,j,87,87,94.27,0,7.27,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,22,2,2,a,j,87,87,50.88,0,36.12,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=CC=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,22,16,2,a,j,88,87,95.35,1,7.35,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,22,8,2,a,j,84,86,93.19,2,9.19,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC(OC)=C7C8=C(C(C)C)C=C(C(C)C)C=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,22,7,2,b,j,66,55,61.61041304,11,4.38958696,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
4,22,14,2,a,j,82,81,82.99162654,1,0.991626541,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,22,9,2,a,j,80,81,82.24081327,1,2.240813271,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,22,7,2,c,j,10,79,48.26493896,69,38.26493896,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,N\2=C1\N(CCCCC1)CCC/2,CCC(C)(C)O
4,22,18,3,a,j,36,30,25.19165591,6,10.80834409,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,22,10,3,b,j,86,31,48.27497965,55,37.72502035,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,[Na+].[O-]C(C)(C)C,Cc1ccccc1
4,22,6,3,a,j,40,31,1.306918991,9,38.69308101,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3C4=C(OC)C=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,22,4,3,a,j,38,34,17.49903093,4,20.50096907,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,22,3,3,b,j,43,30,45.30912325,13,2.30912325,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,[Na+].[O-]C(C)(C)C,Cc1ccccc1
4,22,1,3,b,j,93,46,47.33,47,45.67,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,[Na+].[O-]C(C)(C)C,Cc1ccccc1
4,22,19,3,a,j,44,67,30.38,23,13.62,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,22,9,3,c,j,44,71,78.02,27,34.02,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(C)C(C)=C(C)C(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,N\2=C1\N(CCCCC1)CCC/2,Cc1ccccc1
4,22,7,3,a,j,44,75,86.64,31,42.64,COc1cc(C)c(c(C)c1)N,Brc1cc2ccccc2nc1,[P](C(C)(C)C)(C(C)(C)C)C1=C(OC)C=CC(C)=C1C2=C(C(C)C)C=C(C(C)C)C=C2C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,13,1,3,b,k,72,48,54.22489827,24,17.77510173,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,CC(C)(C)[P](C(C)(C)C)C1=CC=CC=C1C2=CC=CC=C2,[Na+].[O-]C(C)(C)C,Cc1ccccc1
4,13,10,1,b,k,21,35,46.71497965,14,25.71497965,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=CC=NN7C8=C(C9=CC=CC=C9)N(C%10=CC=CC=C%10)N=C8C%11=CC=CC=C%11,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,13,11,1,b,k,16,52,29.47,36,13.47,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,13,12,1,b,k,18,38,28.57669222,20,10.57669222,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC4=C(C=CC=C4)N3C5=CC=CC=C5,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,13,13,1,a,k,30,43,33.89,13,3.89,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CN3C4=CC=CC=C4OC,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
4,13,14,1,a,k,45,60,75.06,15,30.06,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P]([C@@]12C[C@@H]3C[C@H](C2)C[C@H](C1)C3)([C@@]4(C[C@H](C5)C6)C[C@H]6C[C@H]5C4)C7=C(OC)C=CC=C7C8=C(C(C)C)C=C(C(C)C)C(C9=C(F)C(F)=C(CCCC)C(F)=C9F)=C8C(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
4,13,16,1,a,k,100,74,95.56,26,4.44,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
4,13,17,1,a,k,95,83,87.36,12,7.64,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],O1CCOCC1
4,13,17,2,a,k,91,102,94.82,11,3.82,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],CCC(C)(C)O
4,13,17,2,b,k,65,90,90.03956738,25,25.03956738,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,[Na+].[O-]C(C)(C)C,CCC(C)(C)O
4,13,17,2,c,k,2,84,29.16,82,27.16,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,N\2=C1\N(CCCCC1)CCC/2,CCC(C)(C)O
4,13,17,3,a,k,89,82,46.30995931,7,42.69004069,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=C(N(C)C)C=CC=C4N(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
4,13,18,1,b,k,16,51,28.05532831,35,12.05532831,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1CCCCC1)(C2CCCCC2)C3=CC=CC=C3C4=CC=CC=C4,[Na+].[O-]C(C)(C)C,O1CCOCC1
4,13,19,3,a,k,36,37,24.80669222,1,11.19330778,COc1cc(C)c(c(C)c1)N,Brc1cc([N](=O)[O-])ccc1,[P](C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1)(C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2)C3=C(OC)C=CC(OC)=C3C4=C(C(C)C)C=C(C(C)C)C=C4C(C)C,C(=O)([O-])[O-].[K+].[K+],Cc1ccccc1
