SMILES,molar_mass,log_p_sat
C(=O)(O)C(OO)(C(=O))C(OO)OC(=O)C(=O),237.996096392,-8.23547439596485
C(=O)(O)C(OO)(C(=O))C1OC1(OO)C(=O),222.001181772,-8.41683916098655
C(=O)(O)C(OO)(C(=O))C1OC1C(=O),190.011352532,-7.033018056369667
C(=O)(O)C(OO)(C(=O))OC(=O)C(=O),191.990617088,-5.636094515557751
C(=O)(O)C(OO)(C(=O))OC(=O)C(=O)C(O)C(=O),249.996096392,-8.743206792894819
C(=O)(O)C(OO)(C(=O))OC(=O)C(=O)CC(=O),234.001181772,-7.821228436269736
C(=O)(O)C(OO)(C(=O))OC(=O)C(O)C(ON(=O)(=O))C(=O),296.996824664,-8.961308433669632
C(=O)(O)C(OO)(C(=O))OC(=O)C(ON(=O)(=O))C(=O),266.98625998,-7.143696331345396
C(=O)(O)C(OO)(C(=O))OC(=O)CC(=O),206.006267152,-7.532578505044583
C(=O)(O)C(OO)(C(=O))OC(=O)CC(=O)C(=O),234.001181772,-7.602536108680336
C(=O)(O)C(OO)(C(=O))OOC(=O),179.990617088,-5.426226488981802
C(=O)(O)C(OO)(C(=O))OOC(=O)C(=O),207.985531708,-6.575857377300089
C(=O)(O)C(OO)(C(=O))OOC(ON(=O)(=O))(C)C(=O),269.001910044,-6.428063205962821
C(=O)(O)C(OO)(C(=O))OOC(ON(=O)(=O))(C)C(=O)C(=O),296.996824664,-6.2802764032539935
C(=O)(O)C(OO)(C(=O))OOC(OO)C(=O),225.996096392,-7.4261396486182685
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(=O),195.00151612000002,-5.071925414507456
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(=O)C(=O)C(=O)(OO),282.98117460000003,-8.28392381709109
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(=O)C(=O)C(ON(=O)(=O))C(=O),325.98698825199995,-6.981403453255672
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(=O)OC(=O)C(=O),266.98625998000006,-6.571910088087599
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(=O)OC(=O)C(=O)(OON(=O)(=O)),343.96116742799995,-5.957769154080707
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(=O)OC(OO)C(=O)(OON(=O)(=O)),361.9717321119999,-7.802621385114888
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(C(=O)(OON(=O)(=O)))C(O)(C)C,344.03393844399994,-9.050383825820465
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(C(=O))C(=O)C(O),267.022645488,-10.084342437105752
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(C(O))C(=O),239.02773086800002,-8.877444030264694
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(C(ON(=O)(=O)))CC(=O),298.02845914,-8.010771903982278
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(C)(C(=O)(OO))C(=O),283.01756010800005,-7.470374435384366
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(C)(C)C(=O),237.04846631200002,-7.203621195347454
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(C)(C)C(=O)(OON(=O)(=O)),314.02337375999997,-5.775414462666939
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(O)(C(=O))C(=O)C,267.0226454880001,-4.32639064924366
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(O)(C1(O))OOC1C(=O),299.01247472800003,-12.004576705937463
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(ON(=O)(=O))(C)CC(=O),298.02845914,-8.28315490709407
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(ON(=O)(=O))C(=O)(OO),301.98698825199995,-5.6193052922012265
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(ON(=O)(=O))C(=O)OC(=O),313.98698825199995,-6.744929831567616
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(ON(=O)(=O))C1OC1C(=O),312.00772369599997,-7.766312195639144
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(ON(=O)(=O))C1OC1C(=O)(OO),343.9975529359999,-10.461009822191846
C(=O)(O)C(OO)(C(ON(=O)(=O)))C(OO)(C(=O))C(=O)C,283.01756010800005,-9.742443750240025
C(=O)(O)C(OO)(C(ON(=O)(=O)))C1CC(C(=O)(OON(=O)(=O)))C1(C)C,354.05467388799997,-7.604626667214775
C(=O)(O)C(OO)(C(ON(=O)(=O)))C1CC(C(OO))C1(C)C,295.09033112400004,-9.433573813751185
C(=O)(O)C(OO)(C(ON(=O)(=O)))C1OOC(C1(=O))C(=O)(OON(=O)(=O)),357.97681749199995,-7.021690019584821
C(=O)(O)C(OO)(C(ON(=O)(=O)))C1OOC(OO)(C1(O))C(=O),315.007389348,-9.763752197506331
C(=O)(O)C(OO)(C(ON(=O)(=O)))OC(=O),210.99643074000002,-5.488018157544564
C(=O)(O)C(OO)(C(ON(=O)(=O)))OC(=O)C(=O),238.99134536000003,-5.832921817584827
C(=O)(O)C(OO)(C(ON(=O)(=O)))OC(=O)C(=O)C(=O),266.98625998000006,-6.087476567954186
C(=O)(O)C(OO)(C(ON(=O)(=O)))OC(=O)C(N(=O)(=O))C(=O)C(=O),325.98698825199995,-7.151402068029467
C(=O)(O)C(OO)(C(ON(=O)(=O)))OC(=O)CC(=O)(OO),284.99682466400003,-11.147621250865305
C(=O)(O)C(OO)(C(ON(=O)(=O)))OOC(=O)C(=O),254.98625998000003,-6.099016978838746
C(=O)(O)C(OO)(C(ON(=O)(=O)))OOC(=O)C(=O)(OON(=O)(=O)),331.96116742799995,-5.662424363381791
C(=O)(O)C(OO)(C(ON(=O)(=O)))OOC(=O)C(ON(=O)(=O)),301.986988252,-7.327961182405847
C(=O)(O)C(OO)(C(OO))C(=O)C(O)(O)C(=O),240.011746456,-11.216526219146992
C(=O)(O)C(OO)(C(OO))C(=O)OC(=O),210.001181772,-7.892737076797191
C(=O)(O)C(OO)(C(OO))C(=O)OC(=O)C(=O),237.996096392,-8.019168340604558
C(=O)(O)C(OO)(C(OO))C(O)C(=O)(OO),228.011746456,-11.92662421034306
C(=O)(O)C(OO)(C(OO))C(O)C1OC1C(=O)(OON(=O)(=O)),315.007389348,-10.627116573074732
C(=O)(O)C(OO)(C(OO))C(OO)OC(=O),228.011746456,-10.610838359642964
C(=O)(O)C(OO)(C(OO))C1OC1C(=O),208.021917216,-8.683338861958712
C(=O)(O)C(OO)(C(OO))C1OOC(C1(O))C(=O),254.02739652,-11.882840325738746
C(=O)(O)C(OO)(C(OO))OC(=O)C(=O),210.001181772,-7.618708411296571
C(=O)(O)C(OO)(C(OO))OC(=O)CC(=O)(OON(=O)(=O)),300.991739284,-8.521968184430664
C(=O)(O)C(OO)=C(C(=O)(O))C(O)OC(=O),222.001181772,-12.320481564243725
C(=O)(O)C(OO)=C(C(=O)(O))C(ON(=O)(=O)),222.99643074,-8.396044284282718
C(=O)(O)C(OO)=C(C(=O)(O))C1OC1C(=O),218.006267152,-9.701747680103646
C(=O)(O)C(OO)=C(C(=O)(OO))C1OC1C(=O),234.001181772,-8.521563833946967
C(=O)(O)C(OO)=C(C(O))C(=O)(OON(=O)(=O)),238.99134536,-7.310846163712182
C(=O)(O)C(OO)=C(C(O))C1OC1(ON(=O)(=O))C(=O),265.006995424,-8.892421674171308
C(=O)(O)C(OO)=C(C(ON(=O)(=O)))C(O)OC(=O),253.00699542400002,-8.847603621481586
C(=O)(O)C(OO)=C(C(ON(=O)(=O)))C(OO)OC(=O),269.00191004400006,-8.608436129715525
C(=O)(O)C(OO)=C(C(ON(=O)(=O)))C1OC1C(=O)(OON(=O)(=O)),325.98698825199995,-6.011304470511211
C(=O)(O)C(OO)=C(C(OO))C(O)OC(=O)C(=O),252.011746456,-10.721106393646902
C(=O)(O)C(OO)=C(C(OO))C1OC1(OO),224.016831836,-9.483514061809576
C(=O)(O)C(OO)=C(C(OO))C1OC1C(=O),220.021917216,-8.483774866776727
C(=O)(O)C(OO)=C(C)C(=O)OC(=O)C(=O),218.006267152,-6.897489188165032
C(=O)(O)C(OO)=C(C)C1OC1C(=O),188.03208797599999,-7.5700934485453795
C(=O)(O)C(OO)=C(C)C1OC1C(=O)(OON(=O)(=O)),265.006995424,-7.045185435507754
C(=O)(O)C(OO)=C(N(=O)(=O))C(=O)C(OO),222.99643074,-10.635089831275351
C(=O)(O)C(OO)=C(N(=O)(=O))C(O)OC(=O)C(ON(=O)(=O)),297.992073632,-10.488134728765257
C(=O)(O)C(OO)=C(N(=O)(=O))C1OC1(C)C(=O)(OO),265.006995424,-10.887466780273114
C(=O)(O)C(OO)=C(N(=O)(=O))C1OC1C(=O)(OO),250.99134536,-10.975487372398929
C(=O)(O)C(OO)=C(N(=O)(=O))C1OC1C(=O)(OON(=O)(=O)),295.976423568,-8.285004167111197
C(=O)(O)C(OO)C(=O)C(=O),148.000787848,-4.478092110836427
C(=O)(O)C(OO)C(=O)C(=O)(OO),179.990617088,-5.76080344458996
C(=O)(O)C(OO)=C(OO)C(=O),163.995702468,-7.371981970666961
C(=O)(O)C(OO)=C(OO)C(O)OC(=O),210.001181772,-8.853989031767746
C(=O)(O)C(OO)=CC(=O)C(=O),160.000787848,-1.6768097989397894
C(=O)(O)C(OO)=CC(=O)OC(=O),175.995702468,-4.658069161686381
C(=O)(O)C(OO)=CC(=O)OC(=O)C(OO),222.001181772,-8.852297671416624
C(=O)(O)C(OO)=CC(=O)OC(OO)C(=O),222.001181772,-7.750201808234153
C(=O)(O)C(OO)=CC(O)OC(=O)C(ON(=O)(=O)),253.006995424,-8.151984326188241
C(=O)(O)C(OO)=CC(OO)OC(=O)C(=O),222.001181772,-8.338075182561267
C(=O)(O)C(OO)=CC(OO)OC(=O)C(ON(=O)(=O)),269.001910044,-8.565560158082294
C(=O)(O)C(OO)=CC1(C)OC1C(=O)(O),204.027002596,-8.56877033933498
C(=O)(O)C(OO)=CC1(C)OC1C(=O)(OO),220.021917216,-10.155910456838027
C(=O)(O)C(OO)=CC1(O)OC1(ON(=O)(=O))C(=O),250.99134536,-8.714612643645431
C(=O)(O)C(OO)=CC1(O)OC1(OO)C(=O),222.001181772,-8.98938409456745
C(=O)(O)C(OO)=CC1(O)OC1C(=O),190.011352532,-8.380665263527492
C(=O)(O)C(OO)=CC1OC1(C(=O)(OON(=O)(=O)))C(=O),278.98625998,-7.157198132985432
C(=O)(O)C(OO)=CC1OC1(ON(=O)(=O))C(=O),234.99643074,-6.461117988850707
C(=O)(O)C(OO)=CC1OC1(OO)C(=O),206.006267152,-7.741022695369308
C(=O)(O)C(OO)C(=O),120.005873228,-4.793102360711348
C(=O)(O)C(OO)C(=O)(O),136.000787848,-6.345883587514686
C(=O)(O)C(OO)C(=O)(OON(=O)(=O)),196.980780676,-3.514728353648513
C(=O)(O)C(OO)C(=O)C(=O)C,162.016437912,-4.803026998154521
C(=O)(O)C(OO)C(=O)C(=O)C(=O)C(=O),203.990617088,-6.194905371965732
C(=O)(O)C(OO)C(=O)C(=O)C(=O)C(=O)C(OO),249.996096392,-9.229432148905312
C(=O)(O)C(OO)C(=O)C(=O)C(O)(ON(=O)(=O))C(=O),266.98625998,-7.6224275373394175
C(=O)(O)C(OO)C(=O)C(=O)C(O)(OO)C(=O),237.996096392,-8.424523718789557
C(=O)(O)C(OO)C(=O)C(=O)C(ON(=O)(=O))(C(=O))C(=O),278.98625998,-6.276740734227503
C(=O)(O)C(OO)C(=O)C(=O)C(ON(=O)(=O))(C)C(=O)(OO),296.996824664,-7.242092588465991
C(=O)(O)C(OO)C(=O)C(=O)OC(=O)C(OO),237.996096392,-7.612012801476813
C(=O)(O)C(OO)C(=O)C(=O)OC(OO)(C)C(=O),252.011746456,-8.688616061122602
C(=O)(O)C(OO)C(=O)C(=O)OOC(=O),207.985531708,-5.325369306728331
C(=O)(O)C(OO)C(=O)C(C(=O))=CC(=O),202.011352532,-7.764030665063758
C(=O)(O)C(OO)C(=O)C(C(ON(=O)(=O)))=CC(=O),249.012080804,-8.002336066925169
C(=O)(O)C(OO)C(=O)C(C)(C)C(C(=O))C(=O)C,246.07395278799999,-9.63708387711096
C(=O)(O)C(OO)C(=O)C(O)(C)C(=O),192.027002596,-7.826355498352588
C(=O)(O)C(OO)C(=O)C(O)(C)C(=O)C(=O),220.021917216,-9.103101385341088
C(=O)(O)C(OO)C(=O)C(O)(C)C(ON(=O)(=O)),239.027730868,-7.247514045296137
C(=O)(O)C(OO)C(=O)C(O)(C)C(ON(=O)(=O))(ON(=O)(=O)),300.00772369599997,-7.352813446805191
C(=O)(O)C(OO)C(=O)C(O)(O)C(=O)C(=O)(OON(=O)(=O)),298.97608922,-9.432861713274365
C(=O)(O)C(OO)C(=O)C(O)(O)C(O)(ON(=O)(=O))C(=O),284.996824664,-8.661191008345043
C(=O)(O)C(OO)C(=O)C(O)(O)C(ON(=O)(=O))(C(=O))C(=O),296.996824664,-8.29340387043102
C(=O)(O)C(OO)C(=O)C(=O)CC(=O)(OON(=O)(=O)),266.98625998,-5.927784858367772
C(=O)(O)C(OO)C(=O)C(O)C(OO)(C)C(=O),238.0324819,-11.655765818625936
C(=O)(O)C(OO)C(=O)C(ON(=O)(=O))C(=O),222.99643074,-5.911179545356265
C(=O)(O)C(OO)C(=O)C(OO),166.011352532,-8.152670072570345
C(=O)(O)C(OO)C(=O)C(OO)=CC(=O),206.006267152,-10.535519397872568
C(=O)(O)C(OO)C(=O)C1(C(ON(=O)(=O)))OC1C(=O)(N(=O)(=O)),309.992073632,-7.543202736800924
C(=O)(O)C(OO)C(=O)C1(C)OC1C(=O)(O),220.021917216,-9.06237358302748
C(=O)(O)C(OO)C(=O)C1(N(=O)(=O))OC1C(=O),234.99643074000002,-6.597508739676344
C(=O)(O)C(OO)C(=O)C1(O)OC1C(=O),206.006267152,-9.252815905239656
C(=O)(O)C(OO)C(=O)C1(OO)OC1(C)C(=O)(OON(=O)(=O)),312.991739284,-7.801491461663311
C(=O)(O)C(OO)C(=O)C1OC1(C)C(=O)(OO),236.016831836,-9.481789722309216
C(=O)(O)C(OO)C(=O)C1OC1(ON(=O)(=O))C(=O),250.99134536,-6.399345116658737
C(=O)(O)C(OO)C(=O)C1OC1C(=O)C(ON(=O)(=O)),265.006995424,-8.573851351824112
C(=O)(O)C(OO)C(=O)C1OOC(=O)C1(O)C(ON(=O)(=O)),296.996824664,-8.096914442834365
C(=O)(O)C(OO)C(=O)CC(O)CCC(ON(=O)(=O)),267.059030996,-10.824120438709713
C(=O)(O)C(OO)C(=O)OC(=O)C(=O)C,206.006267152,-5.302130814792266
C(=O)(O)C(OO)C(=O)OC(=O)C(=O)C(=O)(OON(=O)(=O)),296.960439156,-5.048714189614987
C(=O)(O)C(OO)C(=O)OC(=O)C(=O)C(OO),237.996096392,-7.651538217510618
C(=O)(O)C(OO)C(=O)OC(OO)(C(=O))C(=O),237.996096392,-7.74438059840738
C(=O)(O)C(OO)C(=O)OC(OO)C(=O)(OON(=O)(=O)),286.97608922,-6.523148163792359
C(=O)(O)C(OO)C(=O)OOC(C(=O))C(=O)C(=O),249.996096392,-7.214391962482177
C(=O)(O)C(OO)C(=O)OOC(O)(C(=O)(N(=O)(=O)))C(=O),282.9811746,-7.462342343934599
C(=O)(O)C(OO)C(=O)OOC(ON(=O)(=O))(C)C(=O)(OO),300.99173928399995,-8.5571050087903
C(=O)(O)C(OO)C(=O)OOC(ON(=O)(=O))C(=O),254.98625998,-6.805573685903199
C(=O)(O)C(OO)C(=O)OOC(ON(=O)(=O))C(=O)(O),270.98117460000003,-9.183027273477688
C(=O)(O)C(OO)C(=O)OOC(ON(=O)(=O))C(OO),272.99682466400003,-8.21007134797876
C(=O)(O)C(OO)C(=O)OOCC(=O),194.006267152,-7.615002980798286
C(=O)(O)C(OO)C(=O)OOCC(=O)(OO),225.996096392,-10.984789338826536
C(=O)(O)C(OO)C(=O)OOCC(=O)C(=O)(OON(=O)(=O)),298.97608922,-7.415752280166997
C(=O)(O)C(OO)C(C(=O)(O))C(C)(C)C(=O),220.058302724,-9.860459568710525
C(=O)(O)C(OO)C(C(=O)(O))C(O)(C)C(ON(=O)(=O)),269.038295552,-10.8306315898279
C(=O)(O)C(OO)C(C(=O)(O))CC(=O),192.027002596,-9.862235440120449
C(=O)(O)C(OO)C(C(=O))C(O)(C)C(=O),206.04265266,-8.947496500834003
C(=O)(O)C(OO)C(C(=O)C(=O))OOC(=O),222.001181772,-7.113567074244794
C(=O)(O)C(OO)C(C(=O)C(ON(=O)(=O)))OOC(=O)C(=O)(OON(=O)(=O)),373.97173211199987,-7.495945393757731
C(=O)(O)C(OO)C(C(ON(=O)(=O))(C)C(ON(=O)(=O)))CC(=O),312.044109204,-7.847499169392434
C(=O)(O)C(OO)C(C(ON(=O)(=O)))(C(=O)(OON(=O)(=O)))OOC(=O)C(=O),373.97173211199987,-7.078356542605094
C(=O)(O)C(OO)C(C(ON(=O)(=O)))C(=O)C,223.03281624800002,-7.101871206960806
C(=O)(O)C(OO)C(C(OO))C(=O)C,194.04265266,-8.399844046498252
C(=O)(O)C(OO)C(C)(C(=O)(OON(=O)(=O)))C(=O)C,267.022645488,-6.317061334457857
C(=O)(O)C(OO)C(C)(C(=O))C(=O)C,190.04773803999998,-6.34039238215696
C(=O)(O)C(OO)C(C)(C(O))C(=O)C(=O)(OON(=O)(=O)),283.017560108,-8.144545992784986
C(=O)(O)C(OO)C(C)(C(O))C(=O)CC(=O),220.058302724,-9.735714539848836
C(=O)(O)C(OO)C(C)(C(ON(=O)(=O)))C(=O)C,237.048466312,-6.758992281483708
C(=O)(O)C(OO)C(C)(C(ON(=O)(=O)))C(=O)C(=O)(OO),283.017560108,-8.919374501423905
C(=O)(O)C(OO)C(C)(C(ON(=O)(=O)))C(C(=O))C(=O)C,279.05903099600005,-8.186091287478316
C(=O)(O)C(OO)C(C)(C(OO))C(ON(=O)(=O))C(=O),269.038295552,-9.007853624111693
C(=O)(O)C(OO)C(C)(C)C(=O)C(=O)(OON(=O)(=O)),267.022645488,-5.584480928196183
C(=O)(O)C(OO)C(C)(C)C(=O)C(O)(C)C(=O)(OON(=O)(=O)),311.048860236,-6.872542500072388
C(=O)(O)C(OO)C(C)(C)C(=O)C(ON(=O)(=O))(C)C(=O)(OON(=O)(=O)),356.03393844399994,-6.6211860861618055
C(=O)(O)C(OO)C(C)(C)C(C(=O)(OON(=O)(=O)))C(=O)C(ON(=O)(=O)),356.03393844399994,-7.864601028016936
C(=O)(O)C(OO)C(C)(C)C(C(=O))C(=O),204.063388104,-7.439367248542471
C(=O)(O)C(OO)C(C)(C)C(C(=O))C(=O)C(ON(=O)(=O)),279.05903099600005,-8.554099456845186
C(=O)(O)C(OO)C(C)(C)C(C(=O))C(O)(C)C(=O)(O),264.084517472,-12.66752116873386
C(=O)(O)C(OO)C(C)(C)C(C(=O))C(ON(=O)(=O))(C)C(=O),293.07468106,-9.232355078282373
C(=O)(O)C(OO)C(C)(C)C(C(=O))C(OO)(C)C(=O),264.084517472,-11.686605690665488
C(=O)(O)C(OO)C(C)(C)C(ON(=O)(=O))C(O)(C)C(=O),281.07468106000005,-7.960469267590555
C(=O)(O)C(OO)C(C)(C)C(ON(=O)(=O))C(ON(=O)(=O))(C)C(=O),326.059759268,-7.2222426668248385
C(=O)(O)C(OO)C(C)(C)C(ON(=O)(=O))C(OO),255.05903099600002,-7.897820832530106
C(=O)(O)C(OO)C(C)(C)OOC(=O),194.04265266,-5.886915639144538
C(=O)(O)C(OO)C(C1(=O))OOC1(C(=O)(O))C(=O),249.996096392,-10.720722067386202
C(=O)(O)C(OO)C(C1(=O))OOC1(C)C(=O)(OO),252.011746456,-8.959198930596322
C(=O)(O)C(OO)C(C1(=O))OOC1C(=O)C(=O)(O),249.996096392,-10.511240849613037
C(=O)(O)C(OO)C(C1(=O))OOC1C(=O)C(=O)(OON(=O)(=O)),310.97608922,-7.01323572491747
C(=O)(O)C(OO)C(C1(O)(O))OOC1(C(ON(=O)(=O)))C(=O),299.012474728,-12.844192865883064
C(=O)(O)C(OO)C(C1(O))OOC1(C(=O)(OON(=O)(=O)))C(=O),312.99173928399995,-8.656474853653066
C(=O)(O)C(OO)C(C1(O))OOC1C(=O)C(=O)(O),252.011746456,-11.145999228706442
C(=O)(O)C(OO)C(N(=O)(=O))(C(=O)(O))OOC(=O),254.98625998,-8.407115025122332
C(=O)(O)C(OO)C(N(=O)(=O))(C1(O)(O))OOC1(C(=O)(OON(=O)(=O)))C(=O),373.97173211199987,-9.744895609046234
C(=O)(O)C(OO)C(N(=O)(=O))(C1(O)(O))OOC1(C)C(=O)(OON(=O)(=O)),359.9924675559999,-10.919768962362028
C(=O)(O)C(OO)C(N(=O)(=O))(C1(O)(O))OOC1C(=O)(OON(=O)(=O)),345.9768174919999,-9.65824783446362
C(=O)(O)C(OO)C(N(=O)(=O))(OO)C(O)(O)C(=O)C(=O),284.996824664,-11.62586980889098
C(=O)(O)C(OO)C(N(=O)(=O))C(=O)C(ON(=O)(=O))C(=O),281.997159012,-6.798567486218598
C(=O)(O)C(OO)C(O)(C(=O)(O))C(ON(=O)(=O))OC(=O),284.996824664,-11.37065328435823
C(=O)(O)C(OO)C(O)(C(=O)(O))C1OC1C(=O),236.016831836,-11.09035453990697
C(=O)(O)C(OO)C(O)(C(=O)(O))C1OC1C(=O)(OON(=O)(=O)),312.991739284,-10.940289893338516
C(=O)(O)C(OO)C(O)(C(=O)(OO))C(=O)(OON(=O)(=O)),286.97608922,-7.535027057135719
C(=O)(O)C(OO)C(O)(C(=O)(OO))C1OC1(=O),237.996096392,-7.541326189858965
C(=O)(O)C(OO)C(O)(C(=O)(OON(=O)(=O)))C(=O)(OON(=O)(=O)),331.96116742799995,-6.302881031771567
C(=O)(O)C(OO)C(O)(C(=O)(OON(=O)(=O)))C(=O)C(O)C(=O),312.99173928399995,-7.022559460423958
C(=O)(O)C(OO)C(O)(C(=O)(OON(=O)(=O)))C(=O)OC(=O),298.97608922,-6.122803840884444
C(=O)(O)C(OO)C(O)(C(=O)(OON(=O)(=O)))C1OC1C(=O),296.996824664,-8.701311746703956
C(=O)(O)C(OO)C(O)(C(=O)(OON(=O)(=O)))C1OC1C(=O)(O),312.99173928399995,-9.823555875304002
C(=O)(O)C(OO)C(O)(C(=O))C(=O)OC(=O),222.001181772,-7.785267133667897
C(=O)(O)C(OO)C(O)(C(=O))C(ON(=O)(=O))OC(=O),269.001910044,-8.631047616530115
C(=O)(O)C(OO)C(O)(C(=O))C1OC1(ON(=O)(=O))C(=O),281.001910044,-8.951874449206139
C(=O)(O)C(OO)C(O)(C(=O))C1OC1(OO),224.016831836,-7.259164195213463
C(=O)(O)C(OO)C(O)(C(=O))C1OC1C(=O),220.021917216,-7.962891864935148
C(=O)(O)C(OO)C(O)(C(=O))OOC(=O)C,224.016831836,-6.664769942008709
C(=O)(O)C(OO)C(O)(C(ON(=O)(=O)))C(=O)C(=O),253.006995424,-6.784271611640817
C(=O)(O)C(OO)C(O)(C(ON(=O)(=O)))C(=O)C(ON(=O)(=O))C(=O),328.00263831599995,-9.9400956981958
C(=O)(O)C(OO)C(O)(C(ON(=O)(=O)))C(=O)OC(=O)C(=O),296.996824664,-8.496534905233247
C(=O)(O)C(OO)C(O)(C(ON(=O)(=O)))C1OC1(OO),271.017560108,-9.262143116571515
C(=O)(O)C(OO)C(O)(C(ON(=O)(=O)))C1OC1C(=O),267.022645488,-9.24971918956536
C(=O)(O)C(OO)C(O)(C(ON(=O)(=O)))C1OC1C(=O)(O),283.017560108,-11.27320334037258
C(=O)(O)C(OO)C(O)(C(OO))C(=O),196.021917216,-8.177348224485518
C(=O)(O)C(OO)C(O)(C(OO))C(=O)(OON(=O)(=O)),272.99682466400003,-7.247622757406275
C(=O)(O)C(OO)C(O)(C)C(=O),164.03208797599999,-7.055456463275768
C(=O)(O)C(OO)C(O)(C)C(=O)(OO),196.021917216,-9.897382564188089
C(=O)(O)C(OO)C(O)(C)C(=O)C(=O)C(=O),220.021917216,-7.40664839158753
C(=O)(O)C(OO)C(O)(C)C(=O)C(O)C(=O),222.03756728,-7.438130338550097
C(=O)(O)C(OO)C(O)(C)C(=O)C(O)C(=O)(OO),254.02739652,-9.868773545260014
C(=O)(O)C(OO)C(O)(C)C(=O)C(O)C(=O)(OON(=O)(=O)),299.012474728,-8.229535654322964
C(=O)(O)C(OO)C(O)(C)C(=O)C(ON(=O)(=O))C(=O)(OO),299.012474728,-8.92614546013458
C(=O)(O)C(OO)C(O)(C)C(=O)CC(=O)(OON(=O)(=O)),283.017560108,-7.7063020188258
C(=O)(O)C(OO)C(O)(C)C(C(=O)(OON(=O)(=O)))C(=O),283.017560108,-7.960801213378055
C(=O)(O)C(OO)C(O)(C)C(OO)OC(=O)C(=O),254.02739652,-9.867765270307853
C(=O)(O)C(OO)C(O)(C)C1(N(=O)(=O))OC1(O)C(=O),267.022645488,-10.926991459770118
C(=O)(O)C(OO)C(O)(C)C1OC1C(=O),206.04265266,-8.276669348881313
C(=O)(O)C(OO)C(O)(C)C1OC1C(=O)(OO),238.0324819,-12.22490645149194
C(=O)(O)C(OO)C(O)(C1(=O))OOC1C(=O)C(=O),249.996096392,-10.54784508922392
C(=O)(O)C(OO)C(O)(C1(O)(N(=O)(=O)))OOC1C(=O),269.001910044,-11.865358655988452
C(=O)(O)C(OO)C(O)(C1(O)(O))OOC1(C)C(=O),254.02739652,-10.995945915657916
C(=O)(O)C(OO)C(O)(C1(O))OOC1(C(=O))C(=O),252.011746456,-9.914501495525744
C(=O)(O)C(OO)C(O)(C1(O))OOC1(C)C(=O),238.0324819,-12.50865905893304
C(=O)(O)C(OO)C(O)(N(=O)(=O))C(=O)(OO),226.99134536000003,-7.4692689672406365
C(=O)(O)C(OO)C(O)(N(=O)(=O))C(=O)OC(=O)C(=O),266.98625998000006,-7.48628551302673
C(=O)(O)C(OO)C(O)(N(=O)(=O))C1(O)OC1C(=O),253.00699542400002,-8.34808716945641
C(=O)(O)C(OO)C(O)(N(=O)(=O))C1(OO)OC1C(=O),269.00191004400006,-9.68274335994558
C(=O)(O)C(OO)C(O)(O)C(=O)C(=O),194.006267152,-11.209349806178562
C(=O)(O)C(OO)C(O)(O)C(=O)C(=O)(OON(=O)(=O)),270.98117460000003,-8.358011944431896
C(=O)(O)C(OO)C(O)(O)C(=O)C(=O)C(=O)C(=O),249.996096392,-10.096778078100783
C(=O)(O)C(OO)C(O)(O)C(=O)C(O)C(=O),224.016831836,-9.478631429887706
C(=O)(O)C(OO)C(O)(ON(=O)(=O))C(O)(O)C(=O)C(=O),284.996824664,-9.604611294949004
C(=O)(O)C(OO)C(O)(OO)C(=O)C(=O),210.001181772,-8.45314581607538
C(=O)(O)C(OO)C(O)(OO)C(ON(=O)(=O))OC(=O),272.99682466400003,-9.427256398831949
C(=O)(O)C(OO)C(O)(OO)C1OC1C(=O)C(=O),252.011746456,-9.638101480143014
C(=O)(O)C(OO)C(O)C(=O),150.016437912,-7.446579332979014
C(=O)(O)C(OO)C(O)C(=O)C(=O)C(=O)C(=O)(OON(=O)(=O)),310.97608922,-8.006022535503893
C(=O)(O)C(OO)C(O)C(=O)C(O)(C)C(=O),222.03756728,-10.457986576342586
C(=O)(O)C(OO)C(O)C(=O)C(O)C(=O),208.021917216,-12.213589262185858
C(=O)(O)C(OO)C(O)C(=O)OC(=O)C(=O),222.001181772,-8.071790333534638
C(=O)(O)C(OO)C(O)C(=O)OC(=O)C(=O)(O),237.996096392,-10.76707274724992
C(=O)(O)C(OO)C(O)C(=O)OC(=O)C(=O)C(=O),249.996096392,-7.753195516768559
C(=O)(O)C(OO)C(O)C(=O)OC(=O)C(ON(=O)(=O)),269.001910044,-8.672769040905983
