Num,Volume,Overall_surface,Fast_dis,Radius,Lengh_X,Lengh_Y,Lengh_Z,Mulliken,Hardness,Ele_ind,Softness,Nuc_ind,Dipole X,Dipole Y,Dipole Z,Dipole Tot,HOMO(a.u.),HOMO(eV),LUMO(a.u.),LUMO(eV),gap(a.u.),gap(eV),Cavity surface area,Cavity volume,1_Ele,2_Ele,3_Ele,4_Ele,5_Ele,1_Nuc,2_Nuc,3_Nuc,4_Nuc,5_Nuc,1_Population,1_Net charge,1_Effective V,1_polarizabilities,1_Isotropic,1_Anisotropy,2_Population,2_Net charge,2_Effective V,2_polarizabilities,2_Isotropic,2_Anisotropy,3_Population,3_Net charge,3_Effective V,3_polarizabilities,3_Isotropic,3_Anisotropy,4_Population,4_Net charge,4_Effective V,4_polarizabilities,4_Isotropic,4_Anisotropy,5_Population,5_Net charge,5_Effective V,5_polarizabilities,5_Isotropic,5_Anisotropy,1_NBO,2_NBO,3_NBO,4_NBO,5_NBO,Volume (right),Overall_surface (right),Fast_dis (right),Radius (right),Lengh_X (right),Lengh_Y (right),Lengh_Z (right),Mulliken (right),Hardness (right),Ele_ind (right),Softness (right),Nuc_ind (right),Dipole X (right),Dipole Y (right),Dipole Z (right),Dipole Tot (right),HOMO(a.u.) (right),HOMO(eV) (right),LUMO(a.u.) (right),LUMO(eV) (right),gap(a.u.) (right),gap(eV) (right),Temp (K),∆∆G (Kcal/mol)
2003,1613.37485,886.83442,10.744,6.572,13.101,8.067,6.945,0.137398,0.308911,0.030556,3.237176,0.101032,-0.7151,2.2117,-1.1708,2.6026,-0.234165,-6.371964,-0.046821,-1.274073,0.187344,5.09789,257.68,246.377,0.05016,0.01991,0.01004,0.01435,0.06505,0.11929,0.13069,0.03375,0.04244,0.25264,5.46437047,0.53562953,30.241,11.322,34.5299,62.9592,8.5257303,-0.5257303,20.084,5.345,138.8743,161.6795,5.89129042,0.10870958,29.254,10.953,107.3688,54.5075,6.13716431,-0.13716431,29.717,11.126,111.0733,39.1121,7.43240552,-0.43240552,25.006,7.34,23.1233,273.9292,0.53481,-0.55733,0.07199,-0.09859,-0.4589,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.102449296980827
2004,1695.68021,936.20571,12.139,7.27,14.514,9.033,5.413,0.135062,0.303012,0.030101,3.300202,0.106782,2.4299,1.6491,0.2642,2.9485,-0.228416,-6.215506,-0.049231,-1.339647,0.179185,4.875859,274.187,257.928,0.051,0.0219,0.01358,0.01274,0.06736,0.11223,0.14665,0.04985,0.05339,0.17104,5.46899556,0.53100444,30.1,11.27,35.1301,64.0179,8.51659171,-0.51659171,20.089,5.346,163.8284,180.7852,6.05459278,-0.05459278,28.265,10.583,118.8229,68.0083,6.01952179,-0.01952179,29.633,11.095,119.3093,42.6049,7.44340178,-0.44340178,24.621,7.227,22.7506,283.9435,0.54283,-0.56228,0.26296,-0.08291,-0.45815,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0250904139908637
2005,1737.21383,929.25579,9.718,6.059,11.969,9.448,6.564,0.143987,0.279596,0.037076,3.576594,0.110534,-0.2742,1.3026,0.1194,1.3365,-0.224663,-6.113383,-0.064886,-1.765648,0.159776,4.347735,273.041,260.263,0.0381,0.02012,0.01474,0.01267,0.05555,0.07818,0.12623,0.05043,0.05241,0.24918,5.4243573,0.5756427,30.145,11.287,32.4955,63.2531,8.48420656,-0.48420656,20.319,5.407,155.881,169.9652,6.06423761,-0.06423761,28.391,10.63,121.4543,66.7721,6.01264083,-0.01264083,29.763,11.144,117.437,39.3584,7.50421249,-0.50421249,24.313,7.137,22.5498,276.9958,0.55251,-0.52758,-0.12174,-0.11141,-0.51741,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.081270228177626
2006,1742.86717,944.64103,12.614,7.507,14.999,7.883,6.638,0.14418,0.286899,0.036229,3.485546,0.104359,-0.2779,0.783,0.0697,0.8338,-0.230839,-6.281436,-0.060749,-1.653062,0.17009,4.628374,279.256,262.198,0.03462,0.01569,0.01282,0.01269,0.06284,0.1055,0.15405,0.05013,0.05734,0.30437,5.46753806,0.53246194,30.172,11.297,32.7203,62.2693,8.49073485,-0.49073485,20.269,5.394,166.0527,159.7826,6.06167248,-0.06167248,28.479,10.663,123.6109,78.4683,6.01225458,-0.01225458,29.847,11.175,118.5024,50.8036,7.48164554,-0.48164554,24.708,7.253,19.5072,268.3687,0.55725,-0.50968,-0.11707,-0.11848,-0.51948,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0885548307922835
2007,2086.71478,1087.73736,11.698,7.049,13.894,8.288,6.591,0.108642,0.38197,0.01545,2.618008,0.095914,0.684,-0.5007,-0.9908,1.3039,-0.239283,-6.511216,0.020222,0.550277,0.259505,7.061493,328.287,310.459,0.03573,0.0137,0.00654,0.00661,0.03712,0.09065,0.21938,0.05645,0.05188,0.24014,5.43280067,0.56719933,30.239,11.322,34.0355,68.544,8.48862398,-0.48862398,20.172,5.368,156.4229,180.81,6.06193926,-0.06193926,28.595,10.706,121.9815,74.9668,6.01530173,-0.01530173,30.011,11.237,114.5184,44.2359,7.4609057,-0.4609057,24.71,7.254,28.135,250.1751,0.50976,-0.5202,-0.12133,-0.10761,-0.46824,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0887860914810946
2008,2088.31026,1114.34481,11.888,7.144,14.098,9.102,6.696,0.105176,0.382276,0.014469,2.615908,0.099869,1.0284,-0.2977,0.813,1.3443,-0.235329,-6.403622,0.025551,0.695284,0.26088,7.098905,329.029,308.565,0.02981,0.01206,0.0062,0.00628,0.03218,0.09321,0.24214,0.06305,0.05515,0.26362,5.40066192,0.59933808,30.636,11.471,26.5727,70.2573,8.50048916,-0.50048916,20.202,5.376,158.3822,173.3377,6.06227409,-0.06227409,28.508,10.674,119.3569,69.079,6.01848008,-0.01848008,29.817,11.164,119.3848,38.1521,7.47774029,-0.47774029,24.633,7.231,37.331,262.412,0.52155,-0.52565,-0.12714,-0.13738,-0.46643,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0808811295396615
2009,1900.71194,1032.80191,13.74,8.07,16.093,8.41,6.138,0.143543,0.275475,0.037398,3.630097,0.105108,1.307,-1.6317,-1.1002,2.3625,-0.230089,-6.261032,-0.06498,-1.768188,0.165109,4.492845,302.132,288.383,0.03732,0.01846,0.01311,0.01305,0.06106,0.07222,0.10034,0.0459,0.04185,0.14985,5.46875548,0.53124452,30.112,11.274,32.4719,64.9925,8.51410478,-0.51410478,20.067,5.34,159.3665,187.8736,6.04698053,-0.04698053,28.34,10.611,116.1431,68.226,6.10212838,-0.10212838,29.703,11.121,118.6095,54.4663,7.44727221,-0.44727221,24.832,7.29,28.4048,268.8626,0.54353,-0.52402,0.06499,-0.30089,-0.49797,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0930725588634012
2010,1778.02631,989.02268,13.044,7.857,15.686,8.425,5.413,0.153838,0.297524,0.039772,3.361078,0.092714,1.5708,2.4648,-1.3282,3.2104,-0.242484,-6.598314,-0.06975,-1.898007,0.172733,4.700307,302.675,285.555,0.05921,0.02539,0.01651,0.01744,0.08899,0.10552,0.13483,0.05575,0.04831,0.16993,5.46336983,0.53663017,30.06,11.255,33.2726,66.0797,8.51510771,-0.51510771,20.058,5.338,160.7728,186.3978,6.04840459,-0.04840459,28.299,10.595,115.9103,68.7565,6.10469816,-0.10469816,29.67,11.109,118.3497,54.1504,7.44081972,-0.44081972,24.784,7.276,22.0511,278.9212,0.55024,-0.51709,-0.12696,-0.11065,-0.51773,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0022373152072226
2011,2346.34359,1174.39479,10.4,6.4,12.781,10.212,6.993,0.105332,0.378722,0.014648,2.640458,0.100527,-0.944,-0.0508,-0.9151,1.3158,-0.234663,-6.385509,0.024245,0.659744,0.258908,7.045253,359.249,342.931,0.03881,0.01717,0.00769,0.00636,0.03239,0.09545,0.20513,0.05579,0.04644,0.19633,5.41759271,0.58240729,30.24,11.322,27.402,69.9946,8.50736747,-0.50736747,20.044,5.334,159.0341,175.5644,6.06089891,-0.06089891,28.516,10.677,122.638,75.6868,6.01087298,-0.01087298,29.976,11.223,114.5748,45.6506,7.47774578,-0.47774578,24.522,7.199,34.8296,243.7604,0.58958,-0.53433,-0.12629,-0.10559,-0.52478,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.1184252555081
2012,2213.3654,1187.37848,12.099,7.25,14.366,10.896,7.654,0.137394,0.301137,0.031343,3.320749,0.100408,0.0634,2.0034,-0.0172,2.0044,-0.234789,-6.388922,-0.0476,-1.295252,0.187189,5.09367,352.837,334.365,0.02469,0.01406,0.01139,0.00981,0.04295,0.09462,0.13837,0.04549,0.04751,0.23254,5.4753759,0.5246241,30.189,11.303,35.8097,65.1218,8.52088008,-0.52088008,20.103,5.35,162.6102,179.6473,6.05765207,-0.05765207,28.516,10.677,124.6667,76.6007,6.02036297,-0.02036297,29.819,11.165,117.3202,53.2755,7.44063703,-0.44063703,24.855,7.296,19.0395,280.5322,0.3962,-0.4657,-0.09023,-0.26697,-0.48732,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0888386955625622
2013,2519.15731,1243.73858,11.706,7.053,14.053,10.047,6.966,0.112197,0.369369,0.01704,2.707319,0.098134,0.1747,-0.9665,-1.4978,1.7911,-0.237052,-6.450514,0.014927,0.406187,0.251979,6.856701,375.242,366.259,0.03983,0.01488,0.00728,0.0073,0.04049,0.07292,0.16303,0.04751,0.04818,0.21504,5.43528765,0.56471235,30.31,11.349,25.9987,73.7115,8.49995051,-0.49995051,20.143,5.36,156.7278,172.2297,6.06555588,-0.06555588,28.61,10.712,121.835,76.032,6.01064715,-0.01064715,29.986,11.227,115.5055,43.9678,7.47997807,-0.47997807,24.453,7.178,34.9002,253.2452,0.52274,-0.5127,-0.11593,-0.14046,-0.4868,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.108496467345777
2014,2465.67682,1284.54483,12.978,7.689,15.37,10.904,7.522,0.137355,0.298726,0.031578,3.34755,0.100481,0.0002,2.1369,0,2.1369,-0.234715,-6.386926,-0.048091,-1.308615,0.186625,5.078311,385.313,368.975,0.02586,0.01444,0.01118,0.00923,0.04324,0.0923,0.13562,0.04391,0.04624,0.22296,5.46988927,0.53011073,30.152,11.289,35.8207,66.6041,8.52237183,-0.52237183,20.099,5.349,161.4688,181.2536,6.05747946,-0.05747946,28.547,10.688,123.0126,74.3322,6.01674893,-0.01674893,29.98,11.225,113.0999,44.7796,7.44759555,-0.44759555,24.697,7.25,20.8933,285.9257,0.39329,-0.46847,-0.09097,-0.26478,-0.48405,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.032673877792907
2015,2252.81076,1171.34359,11.367,6.883,13.434,9.933,7.706,0.121196,0.326907,0.022466,3.058978,0.101004,0.8435,2.0428,1.8798,2.9014,-0.234195,-6.37277,-0.008825,-0.240143,0.22537,6.132626,345.199,342.101,0.01765,0.00958,0.00614,0.00865,0.01312,0.05619,0.08959,0.0278,0.02907,0.1107,5.47819482,0.52180518,30.294,11.342,32.0412,76.2753,8.48120541,-0.48120541,20.194,5.374,117.2011,161.7874,5.90171404,0.09828596,29.315,10.976,107.3215,49.0228,6.13645397,-0.13645397,29.766,11.145,112.1737,34.6414,7.42760029,-0.42760029,25.007,7.341,31.2895,248.9087,0.53743,-0.50757,-0.12202,-0.22423,-0.50852,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0921677624268836
2016,2405.6184,1248.61603,11.857,7.129,14.255,9.98,8.712,0.123913,0.332678,0.023077,3.005906,0.095289,0,-1.714,0,1.714,-0.239908,-6.528238,-0.005564,-0.151398,0.234345,6.376839,366.295,361.397,0.02232,0.00885,0.00618,0.0077,0.02428,0.04272,0.05306,0.02514,0.02432,0.07482,5.42895599,0.57104401,30.382,11.375,25.2269,68.3991,8.49605397,-0.49605397,20.031,5.331,162.0265,195.584,6.05464731,-0.05464731,28.317,10.602,114.7253,62.6265,6.13143215,-0.13143215,29.723,11.128,118.7449,47.2471,7.4533237,-0.4533237,24.69,7.248,31.7528,259.7965,0.51436,-0.51313,-0.1275,-0.21149,-0.45347,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.857955572695229
2017,2420.90291,1224.42079,12.97,7.685,15.107,9.288,6.697,0.120652,0.329538,0.022087,3.034554,0.100275,-0.4679,0.1143,1.7121,1.7785,-0.234923,-6.392585,-0.004821,-0.131197,0.230102,6.261388,374.532,364.391,0.01355,0.0069,0.0045,0.00641,0.01671,0.0412,0.09506,0.03303,0.04313,0.10835,5.46402213,0.53597787,30.128,11.28,33.6185,69.7882,8.46848716,-0.46848716,20.213,5.379,150.9263,175.4058,6.05753186,-0.05753186,28.467,10.658,121.2979,72.0604,6.02218192,-0.02218192,29.68,11.112,124.285,46.946,7.44672467,-0.44672467,24.841,7.292,28.8449,240.4204,0.5071,-0.52209,0.07097,-0.10069,-0.46756,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.258376312707525
2018,2431.68497,1287.77664,12.986,7.693,14.819,10.201,7.232,0.119594,0.324839,0.022015,3.07845,0.102231,0.9732,0.6241,1.148,1.6292,-0.232967,-6.339341,-0.004083,-0.111114,0.228883,6.228227,373.327,368.406,0.00583,0.00189,0.00344,0.00609,0.00684,0.04013,0.06728,0.01918,0.02641,0.10642,5.45912631,0.54087369,30.444,11.399,29.1872,69.3842,8.48931257,-0.48931257,20.224,5.382,131.8629,166.2864,5.89539397,0.10460603,29.289,10.966,105.8411,55.6721,6.12987061,-0.12987061,29.744,11.136,114.0178,35.1638,7.46655382,-0.46655382,24.828,7.288,33.6582,244.2279,0.60161,-0.54485,0.08432,-0.10815,-0.51766,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.491519413778686
2019,2505.92533,1269.53408,11.298,6.849,13.374,11.19,7.707,0.120365,0.324621,0.022315,3.080518,0.102299,-0.2148,-1.7737,1.6917,2.4605,-0.232898,-6.337477,-0.008694,-0.236577,0.224204,6.1009,373.621,374.608,0.01729,0.00919,0.00596,0.00844,0.01268,0.05589,0.09594,0.02773,0.02875,0.12035,5.44151127,0.55848873,30.534,11.432,26.161,77.7688,8.49803626,-0.49803626,20.104,5.35,122.8099,153.1419,5.89926607,0.10073393,29.299,10.97,107.365,50.2577,6.13547562,-0.13547562,29.757,11.141,112.6125,34.6531,7.44854192,-0.44854192,24.862,7.298,33.7416,251.4898,0.51079,-0.51782,-0.12309,-0.11581,-0.47096,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.154248034448346
2020,2582.58773,1365.00742,13.579,7.989,15.877,11.999,7.717,0.112978,0.260316,0.024516,3.841492,0.138722,0.7971,0.4228,0.3492,0.9675,-0.196476,-5.346378,-0.031142,-0.847426,0.165333,4.498952,399.784,388.145,0.01354,0.02121,0.03492,0.01201,0.00372,0.07059,0.0908,0.17956,0.05413,0.01709,5.44096805,0.55903195,30.241,11.323,31.601,80.7978,8.45270625,-0.45270625,19.978,5.317,41.3465,250.9758,5.97882963,0.02117037,29.085,10.89,61.1802,88.1326,5.82130357,0.17869643,30.488,11.415,54.4127,97.8247,7.52377825,-0.52377825,24.766,7.27,9.8849,325.4113,0.50923,-0.5203,-0.12634,-0.09964,-0.46148,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.578815031477263
2021,2675.08879,1328.05565,12.637,7.518,14.26,10.6,7.702,0.112977,0.330438,0.019314,3.026282,0.105728,0.61,0.3134,-0.7708,1.0318,-0.22947,-6.24419,0.000994,0.027036,0.230463,6.271226,402.67,396.038,0.01165,0.00841,0.00535,0.00314,0.00493,0.05215,0.10383,0.04032,0.03624,0.06402,5.42269727,0.57730273,30.265,11.331,27.0198,71.7616,8.50208267,-0.50208267,20.078,5.343,163.2836,184.8263,6.05836313,-0.05836313,28.293,10.593,118.261,63.744,6.02057185,-0.02057185,29.697,11.119,121.498,38.6389,7.45679573,-0.45679573,24.724,7.258,32.0262,256.1605,0.50452,-0.52161,-0.1275,-0.11845,-0.46691,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0674984008089048
2022,2700.79967,1365.71845,11.701,7.05,13.624,12.869,8.704,0.123806,0.330657,0.023178,3.024282,0.095498,0.0157,-1.6945,0.2819,1.7178,-0.239697,-6.522482,-0.005784,-0.157393,0.233913,6.365089,398.05,400.261,0.02542,0.01036,0.00617,0.00734,0.02633,0.04395,0.0597,0.02652,0.02481,0.07803,5.43005887,0.56994113,30.429,11.393,26.9037,70.3174,8.4963004,-0.4963004,20.017,5.327,159.4149,200.9454,6.0550906,-0.0550906,28.322,10.604,115.3368,62.3051,6.12793984,-0.12793984,29.693,11.117,118.7049,48.9915,7.45618101,-0.45618101,24.49,7.189,27.0469,265.5326,0.51173,-0.51774,-0.12395,-0.11177,-0.47137,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.356728759033459
2023,2670.39761,1381.24924,13.302,7.851,15.118,10.612,7.485,0.119384,0.323526,0.022027,3.09094,0.101376,-1.0131,-0.5376,1.2104,1.6675,-0.233822,-6.362614,-0.004437,-0.120726,0.229385,6.241888,400.25,399.427,0.00554,0.00647,0.00522,0.00572,0.00144,0.05193,0.08562,0.02312,0.02373,0.09095,5.4273332,0.5726668,30.288,11.34,28.3193,70.138,8.51323237,-0.51323237,20.055,5.337,137.328,159.2405,5.89503203,0.10496797,29.239,10.947,107.1052,55.5527,6.13706981,-0.13706981,29.733,11.132,112.0625,38.3864,7.45888655,-0.45888655,24.942,7.322,30.9151,243.0236,0.59114,-0.54794,-0.12037,-0.10998,-0.51329,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.146885036490075
2024,2624.16316,1391.87963,15.145,8.772,17.167,10.614,8.082,0.133239,0.285924,0.031044,3.497435,0.10259,0,2.4962,0.0001,2.4962,-0.232608,-6.329583,-0.047794,-1.300541,0.184814,5.029043,404.798,400.475,0.02468,0.01239,0.00783,0.00986,0.03879,0.05427,0.06246,0.02052,0.02356,0.10901,5.46947809,0.53052191,30.189,11.303,35.0538,63.3184,8.52726661,-0.52726661,20.087,5.346,137.9624,163.3402,5.89095571,0.10904429,29.255,10.953,107.2619,54.6721,6.13755713,-0.13755713,29.695,11.118,110.9822,39.8533,7.42560722,-0.42560722,24.936,7.32,20.2417,278.0535,-0.88929,-0.16093,0.83518,-0.60417,-0.71449,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.00658731902686622
2025,2791.92491,1468.47007,15.957,9.179,18.082,10.689,9.093,0.133654,0.277831,0.032148,3.599306,0.107215,0.2189,-0.1578,0.0196,0.2706,-0.227982,-6.2037,-0.050974,-1.387079,0.177008,4.816621,436.028,422.837,0.0258,0.01365,0.01043,0.00977,0.04107,0.05211,0.08686,0.03079,0.04428,0.15039,5.45684752,0.54315248,30.341,11.36,32.2808,66.2553,8.48131198,-0.48131198,20.247,5.388,162.7875,161.2346,6.05764221,-0.05764221,28.457,10.655,121.5157,72.3096,6.01798996,-0.01798996,29.686,11.115,123.2157,46.8326,7.48443813,-0.48443813,24.758,7.268,25.1969,263.8335,0.74071,-0.53511,-0.12233,-0.10089,-0.5793,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0102042835704503
2026,2793.56975,1425.49659,13.469,7.935,15.426,10.505,7.969,0.119248,0.322671,0.022035,3.099136,0.101988,-0.9834,-0.5576,1.0565,1.5474,-0.23321,-6.345967,-0.004917,-0.133787,0.228293,6.212181,414.307,415.694,0.00552,0.00656,0.00522,0.00565,0.00099,0.05097,0.08515,0.02301,0.02343,0.08858,5.42189926,0.57810074,30.344,11.361,26.3835,72.1593,8.51138023,-0.51138023,20.046,5.335,136.0082,158.4378,5.89537938,0.10462062,29.233,10.945,107.0972,55.5844,6.13682537,-0.13682537,29.726,11.13,112.4187,38.3259,7.45981422,-0.45981422,24.918,7.315,32.8018,239.0251,0.57442,-0.46746,0.07887,0.07457,-0.48993,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0672929907224835
2027,2975.38541,1430.91877,12.381,7.391,14.664,11.048,8.538,0.119429,0.326094,0.02187,3.066601,0.102034,0.9571,0.8598,-0.1227,1.2924,-0.233164,-6.344707,-0.004691,-0.127649,0.228473,6.217058,429.692,436.01,0.01985,0.00564,0.00329,0.0043,0.02141,0.06777,0.10652,0.0281,0.03935,0.14916,5.42993541,0.57006459,30.556,11.441,29.5235,69.4069,8.50238948,-0.50238948,20.101,5.349,156.452,189.8135,6.06321213,-0.06321213,28.735,10.759,122.5412,67.4377,6.02843156,-0.02843156,29.816,11.163,120.6975,57.6555,7.46619663,-0.46619663,24.655,7.237,25.6974,261.8551,0.60226,-0.54499,-0.12079,-0.10902,-0.52462,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0505834038147011
2028,2973.94727,1536.50489,18.247,10.323,20.541,9.94,6.823,0.13538,0.273158,0.033548,3.660884,0.10967,0,0,0.1652,0.1652,-0.225526,-6.136864,-0.052472,-1.427842,0.173053,4.709022,459.882,446.765,0.00969,0.00415,0.00721,0.00671,0.02746,0.06097,0.09759,0.03384,0.03738,0.19602,5.46657577,0.53342423,30.137,11.284,33.3214,64.0377,8.49586625,-0.49586625,20.269,5.394,163.7808,162.3361,6.06169178,-0.06169178,28.526,10.68,122.1501,76.1374,6.00850625,-0.00850625,30.01,11.236,114.1899,42.921,7.48791371,-0.48791371,24.587,7.217,26.3438,268.8244,-1.12107,-0.22288,-0.08115,-0.2151,-0.23316,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.0514522819514679
2029,2951.17656,1498.95046,13.943,8.172,15.051,14.641,6.762,0.121288,0.321472,0.02288,3.110692,0.097355,0.5878,0.8557,1.3161,1.6762,-0.237842,-6.472004,-0.002907,-0.079109,0.234935,6.392895,444.036,440.753,0.01017,0.00732,0.005,0.00426,0.01103,0.02674,0.06305,0.0228,0.01962,0.06882,5.42180911,0.57819089,30.614,11.462,25.3467,78.6056,8.49131352,-0.49131352,20.041,5.333,152.4001,177.8243,6.05419306,-0.05419306,28.452,10.653,115.977,61.291,6.1298881,-0.1298881,29.809,11.161,119.4375,49.347,7.45719439,-0.45719439,24.837,7.291,34.3236,254.4641,0.59671,-0.54951,-0.12203,-0.10027,-0.51661,3267.29014,1711.39862,16.679,9.699,18.708,13.417,7.962,0.136838,0.290887,0.032185,3.437758,0.105629,0.7998,4.0637,-4.914,6.4265,-0.229573,-6.246988,-0.035193,-0.95766,0.194379,5.289328,263.15,0.721453507847771
