Index,Aldehyde_1,bifunctional_reagent,Aldehyde_2,Yield
230,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,25.15800164
231,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,20.97127853
233,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,11.90092733
234,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,7.212276022
235,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,8.768709869
239,O=C1CCOc2ccccc21,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,3.585799752
240,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,47.59484729
241,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,1.744003604
242,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,10.25166911
245,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,42.79405379
246,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,2.26420688
247,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,20.39071248
249,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,16.82951942
250,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,12.01274877
251,CC(=O)c1ccccc1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,6.628805321
254,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,0.0
255,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,0.0
256,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,0.44811001
257,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,0.0
258,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,0.0
260,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,9.661381983
261,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,1.053863394
262,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,3.212439697
263,O=C(c1ccccc1)C(F)(F)F,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,3.17955711
265,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,0.0
266,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1ccccc1C=O,17.89533345
267,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,14.19983073
268,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,6.501363516
269,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(F)cc1Cl,26.02825833
270,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,1.105267358
271,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,17.11330833
272,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,11.31578603
273,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,4.439874727
274,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,0.233615693
275,CC(=O)C1CCCCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,6.140240003
276,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1ccc(C(F)(F)F)cc1,22.9872735
277,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,COc1cccc(C=O)c1,5.486359278
279,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,N#Cc1cc(C=O)ccc1F,18.42774584
280,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cc(Cl)cc(Cl)c1,13.61733363
282,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=Cc1cccnc1,0.0
283,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,Cn1cc(C=O)cn1,2.717031797
284,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CC(C)(C)CC=O,6.249949348
285,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,CCC(C=O)CC,7.694467492
286,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCC1,1.585189834
287,CC(=O)C1CCOCC1,CCCC[Sn](CCCC)(CCCC)COC[Si](C)(C)C,O=CC1CCOCC1,0.8771569
288,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,216.5101997
290,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,255.7379864
291,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,205.3105546
292,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,64.30808901
293,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,21.2866686
294,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,77.69033149
295,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,150.4825954
296,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,366.7578115
298,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,262.8529872
299,CC(C)(C)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,377.6196532
300,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,6.188145367
301,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,307.337224
302,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,167.8640977
303,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,217.0986241
308,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,431.3853629
310,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,237.6689162
311,O=Cc1cc(Cl)cc(Cl)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,415.3012484
312,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,189.9050296
313,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,158.1764016
314,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,127.9317827
315,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,194.6023904
316,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,36.46525016
317,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,7.702283423
318,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,12.63621518
319,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,172.6528126
320,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,388.2841102
321,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,129.8828844
322,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,171.9496629
323,O=Cc1cccc(Br)c1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,382.1701134
325,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,399.5788269
327,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,296.3798788
329,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,48.11267974
330,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,40.12027621
331,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,264.4007099
333,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,266.2598425
334,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,346.1389298
335,O=Cc1ccc(C(F)(F)F)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,476.2179904
337,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,365.8353902
338,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,70.79282511
339,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,286.525434
340,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,62.78645516
341,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,39.49070273
342,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,28.29872019
344,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,496.5504054
345,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,142.0321579
346,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,235.3604228
347,COC(=O)c1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,435.166569
348,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,155.7516614
349,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,180.8382251
351,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,263.0861894
352,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,52.7864494
353,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,33.1462595
355,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1cc(C=O)cn1,64.83537952
357,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,123.8482967
358,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,214.0960881
359,N#Cc1ccc(C=O)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,301.5714665
360,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,18.62360841
361,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,11.52256532
362,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,N#Cc1cc(C=O)ccc1F,19.70929784
364,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,0.0
365,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,1.588132844
366,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,5.287912464
368,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,60.86602236
369,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,24.63838665
370,O=Cc1cccnc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,41.28642122
372,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(Cl)cc1,510.6765351
373,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccccc1O,352.9024076
375,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(N2CCCC2)cc1,312.7814885
376,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cccnc1,82.1128653
377,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1cnc(-c2ccccc2)nc1,21.60131452
378,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cn1c(C=O)nc2ccccc21,1.183749336
381,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCC1,412.2837458
382,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCCC(C)C=O,539.3488733
383,O=Cc1ccc(-c2ccccc2)cc1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCCCC1,580.7055636
384,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(F)cc1,106.7988744
386,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(O)cc1,61.705054
388,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccncc1,0.0
389,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1ccc(C=O)cn1,4.896026386
391,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1nccs1,0.907305855
392,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,168.3047753
393,CC(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C)C=O,144.0336792
396,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(F)cc1,44.39707219
397,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CC(=O)c1ccc(C=O)cc1,12.06597619
398,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(O)cc1,28.54332733
399,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COc1cccc(C=O)c1,91.87778731
400,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccncc1,0.0
401,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1ccc(C=O)cn1,0.50870458
402,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1cc(C=O)no1,0.0
404,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,97.77468896
405,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C)C=O,42.07399474
407,O=CC1CC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOCC1,19.08082192
409,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CC(=O)c1ccc(C=O)cc1,12.50573579
410,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(O)cc1,36.40892118
411,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COc1cccc(C=O)c1,41.75565912
412,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccncc1,0.693678102
413,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1ccc(C=O)cn1,4.738692547
414,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1cc(C=O)no1,0.0
415,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1nccs1,1.310179411
416,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,106.500154
417,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C)C=O,65.69971522
418,CC(C)(C)C=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOC1,41.15531766
420,CC(C)CC=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(F)cc1,242.7912417
422,CC(C)CC=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(O)cc1,162.0099837
423,CC(C)CC=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COc1cccc(C=O)c1,27.56819468
424,CC(C)CC=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccncc1,1.776840554
428,CC(C)CC=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,229.2090977
430,CC(C)CC=O,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOC1,123.124458
432,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(F)cc1,296.383207
434,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(O)cc1,202.8428959
436,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccncc1,0.964837194
437,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1ccc(C=O)cn1,6.032288864
438,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1cc(C=O)no1,0.0
439,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1nccs1,1.558532031
440,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,229.1472307
441,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C)C=O,235.4190084
442,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOC1,50.28842505
443,O=CC1CCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOCC1,150.8626226
444,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(F)cc1,271.440566
445,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CC(=O)c1ccc(C=O)cc1,61.76832559
446,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(O)cc1,123.5323611
447,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,COc1cccc(C=O)c1,62.28285512
449,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1ccc(C=O)cn1,12.31785166
450,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,Cc1cc(C=O)no1,0.0
451,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1nccs1,2.377618252
452,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CCC(C=O)CC,237.1923927
454,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOC1,208.9644744
455,O=CC1CCCCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=CC1CCOCC1,188.5576503
456,O=CC1CCOCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(F)cc1,100.7350201
457,O=CC1CCOCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,CC(=O)c1ccc(C=O)cc1,6.712858926
458,O=CC1CCOCC1,CCCC[Sn](CCCC)(CCCC)CN(C[Si](C)(C)C)C(=O)OCC,O=Cc1ccc(O)cc1,12.70031657
